label_id,space_similarity,material_similarity,defect_similarity,actual_space,predicted_space,actual_material,predicted_material,actual_defect,predicted_defect
864c3557-d220-4575-8e3a-e0bcfa552693,0.7141123414039612,0.48683953285217285,0.0,현관,Entrance / Hallways / Storage,도어록,Doorplate,점검/교체,unknown
49718ffb-9add-4429-bcbe-4368c6519f35,0.7141123414039612,0.5148628950119019,0.0,현관,Entrance / Hallways / Storage,도어록,None,점검/교체,unknown
dfeb57ce-90c6-4180-8bff-b5919da00409,0.6152337789535522,0.36027711629867554,0.0,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and hose,오염,unknown
7b981500-15bb-48fb-9e7d-bc43bd3130af,0.6152337789535522,0.26727375388145447,0.0,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and shower arm,오염,unknown
dd716d46-2f5c-405b-b8e0-4dfbfc847061,0.6152337789535522,0.5467443466186523,0.2759518623352051,공용욕실,Bathroom / Hygiene Spaces,천장,Tile,누수,Structural Damage & Cracks
c94aa518-26a3-4b98-87df-be42d220ad7f,0.6152337789535522,0.3059704601764679,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,천장,Drainage Pipe,누수,Leakage & Water-related Issues
bbd3bb14-e9f6-4d9f-89bc-f8b87215bd07,0.6152337789535522,0.35705962777137756,0.2759518623352051,공용욕실,Bathroom / Hygiene Spaces,천장,Tile flooring,누수,Structural Damage & Cracks
e9213809-c124-476b-94ce-5fec82293b36,0.4298030138015747,0.32145577669143677,0.5692605972290039,공용욕실,Boiler Room,천장,Metal pipes and insulation,누수,Corrosion / Rust
88e7d8d6-e064-40b6-a2e1-a9d107cb39b8,0.4298030138015747,0.2921367883682251,0.3864471912384033,공용욕실,Boiler Room,천장,PVC Pipe,누수,Leakage & Water-related Issues
e0d3f70d-82bf-4213-a82b-1c5dcf078131,0.6197561025619507,0.4368261992931366,0.4554377496242523,주방,Kitchen & Dining Spaces - Kitchen,주방가구,Metal (likely part of the cabinet or appliance),점검/교체,Corrosion / Rust
90246cdf-a38d-4b1f-bfe1-f4496e2c0207,0.6197561025619507,0.256539523601532,0.19594097137451172,주방,Kitchen & Dining Spaces - Kitchen,주방가구,PVC Pipe,점검/교체,Leakage & Water-related Issues
6eaebb74-b8ee-4379-8b5e-e659a8e1e22e,0.6197561025619507,0.569740891456604,0.41127488017082214,주방,Kitchen & Dining Spaces - Kitchen,주방가구,Countertop,점검/교체,Finishing / Surface Issues
7120eea0-3371-430f-9bf0-89b2ed4fcfe0,0.6197561025619507,0.569740891456604,0.41127488017082214,주방,Kitchen & Dining Spaces - Kitchen,주방가구,Countertop,점검/교체,Finishing / Surface Issues
1b2ef5e8-ea01-4cbe-a043-89cb631ed054,0.6197561025619507,0.569740891456604,0.41127488017082214,주방,Kitchen & Dining Spaces - Kitchen,주방가구,Countertop,점검/교체,Finishing / Surface Issues
e78fa024-4d3d-42c6-a42d-403917981940,0.6152337789535522,0.47002774477005005,0.0,공용욕실,Bathroom / Hygiene Spaces,타일,None,들뜸,unknown
6748482b-7d88-4b01-9765-3788e52106d2,0.6856940984725952,0.3447484076023102,0.0,공용욕실,Entrance / Vestibule,타일,Signboard,들뜸,unknown
254b6f4a-a4c3-42e2-98f5-9b1324645199,0.6152337789535522,0.6213635206222534,0.1705217957496643,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,들뜸,Structural Damage & Cracks
491a2e61-9f17-41db-8c17-1ab17edd279b,0.4994567334651947,0.7081287503242493,0.504275918006897,공용욕실,Kitchen & Dining Spaces,타일,Caulking,들뜸,Finishing / Surface Issues
e7de7376-c6fe-4aa2-8c83-7fb1a5134508,0.1497800648212433,0.5378961563110352,0.3338868021965027,부부욕실,Bathroom / Hygiene Spaces,양변기,Tile,균열,Finishing / Surface Issues
1eecbf40-5536-476a-95e3-743ed7b5671b,0.1497800648212433,0.472738653421402,0.07730560004711151,부부욕실,Bathroom / Hygiene Spaces,양변기,Toilet seat,균열,"Fixtures, Doors & Windows Issues"
9a3419e7-4517-4d39-9977-ffff2b06d4c3,0.1497800648212433,0.4005862772464752,0.21947544813156128,부부욕실,Bathroom / Hygiene Spaces,양변기,Ceramic tile,균열,Structural Damage & Cracks
e89c6f8f-a75a-460b-986f-267e79279d46,0.6197561025619507,0.18081533908843994,0.23088885843753815,주방,Kitchen & Dining Spaces - Kitchen,수전,Stainless Steel Sink,점검/교체,"Fixtures, Doors & Windows Issues"
8c3bd2da-6fda-4c7a-8527-b309c3f67a2f,0.6197561025619507,0.18081533908843994,0.41127488017082214,주방,Kitchen & Dining Spaces - Kitchen,수전,Stainless Steel Sink,점검/교체,Finishing / Surface Issues
e89be790-c9fb-40ed-a534-ad212d6742dd,0.8195314407348633,0.37520867586135864,0.5032737851142883,침실2,Bedroom,급수/급탕배관,Painted Wall,누수,Finishing / Surface Issues
c582ccd5-72b0-4ba9-af31-6a3993d84559,0.8195314407348633,0.37520867586135864,0.5032737851142883,침실2,Bedroom,급수/급탕배관,Painted Wall,누수,Finishing / Surface Issues
740e2c8a-4a65-4273-873d-6f4781563078,0.4842832088470459,0.37520867586135864,0.5032737851142883,침실2,Living Room,급수/급탕배관,Painted Wall,누수,Finishing / Surface Issues
6006eb61-9bef-4c37-a20e-67f01ccbf6a1,0.8195314407348633,0.2686059772968292,0.0,침실2,Bedroom,급수/급탕배관,Window frame,누수,unknown
42aa6cd1-94a9-4413-ba5e-2e7210e3d109,0.8195314407348633,0.42161354422569275,0.4434514045715332,침실2,Bedroom,급수/급탕배관,"Wall, Window, Door",누수,None
6b5844e9-c7b6-4928-8a85-bc130b379cd1,0.8195314407348633,0.37520867586135864,0.5032737851142883,침실2,Bedroom,급수/급탕배관,Painted Wall,누수,Finishing / Surface Issues
ea200a96-c2eb-4124-9a87-ab531470a99a,0.6210179924964905,0.29846829175949097,0.37324634194374084,거실,Entrance / Hallways / Storage,장판,Laminate Flooring,들뜸,Installation / Construction Faults
95ce98aa-db40-4b67-ab91-967deecb59bc,0.618415355682373,0.29846829175949097,0.37324634194374084,거실,Living Room,장판,Laminate Flooring,들뜸,Installation / Construction Faults
98148bad-5046-4df6-a2bd-e700f4dd5ec5,0.6210179924964905,0.29544341564178467,0.1705217957496643,거실,Entrance / Hallways / Storage,장판,Hardwood Flooring,들뜸,Structural Damage & Cracks
49126797-1314-41b3-8aca-b696cb814f6f,0.618415355682373,0.29846829175949097,0.37324634194374084,거실,Living Room,장판,Laminate Flooring,들뜸,Installation / Construction Faults
9b6f6d41-bf55-4cde-9360-2aa8cd92b193,0.6210179924964905,0.29544341564178467,0.1705217957496643,거실,Entrance / Hallways / Storage,장판,Hardwood Flooring,들뜸,Structural Damage & Cracks
a688314c-5179-48ba-92c7-91ab0c59690e,0.6210179924964905,0.29846829175949097,0.37324634194374084,거실,Entrance / Hallways / Storage,장판,Laminate Flooring,들뜸,Installation / Construction Faults
15742976-ca11-4a92-ac42-b0e6a4c67455,0.618415355682373,0.29846829175949097,0.37324634194374084,거실,Living Room,장판,Laminate Flooring,들뜸,Installation / Construction Faults
e941dead-a3a8-4b4d-83c1-c0f6758f679c,0.6165755987167358,0.2632468342781067,0.42839479446411133,공용욕실,Entrance / Hallways / Storage,문,Metal hinge,개폐불량,Installation / Construction Faults
b5a1b561-fdeb-4507-8cf6-e359e35a66d2,0.6165755987167358,0.21050897240638733,0.42839479446411133,공용욕실,Entrance / Hallways / Storage,문,Metal Hinges,개폐불량,Installation / Construction Faults
a9cfd0d4-b662-4659-8927-0108ea2441e4,0.6856940984725952,0.8170180916786194,0.42839479446411133,공용욕실,Entrance / Vestibule,문,Door Hinges,개폐불량,Installation / Construction Faults
a46ea712-ec83-4822-b6d2-5f1e1b3180b0,0.6856940984725952,0.5488144159317017,0.42839479446411133,공용욕실,Entrance / Vestibule,문,"Door hinge, screws",개폐불량,Installation / Construction Faults
7d767e2d-0199-4066-9cbd-c017c5929105,0.6165755987167358,0.2632468342781067,0.0,공용욕실,Entrance / Hallways / Storage,문,Metal hinge,개폐불량,unknown
55cd3340-50c2-49c0-90f3-bee8010d6684,0.6165755987167358,0.565338134765625,0.42839479446411133,공용욕실,Entrance / Hallways / Storage,문,Hinges,개폐불량,Installation / Construction Faults
1b5f3a98-2f56-48ba-ae9e-58e5f41bd370,0.4994567334651947,0.565338134765625,0.0,공용욕실,Kitchen & Dining Spaces,문,Hinges,개폐불량,unknown
152d3033-af3a-456a-b7d5-c9905916cbbd,0.6856940984725952,0.6706740260124207,0.42839479446411133,공용욕실,Entrance / Vestibule,문,"Door Hinges, Screws",개폐불량,Installation / Construction Faults
e7552b53-fb9e-4dbc-aa10-32d0708010d2,0.6152337789535522,0.5378961563110352,0.3338868021965027,공용욕실,Bathroom / Hygiene Spaces,양변기,Tile,균열,Finishing / Surface Issues
72c20614-01e8-4d9e-bf27-6c3453580b9e,0.6152337789535522,0.472738653421402,0.07730560004711151,공용욕실,Bathroom / Hygiene Spaces,양변기,Toilet seat,균열,"Fixtures, Doors & Windows Issues"
c0b98d70-096a-4152-88c0-aa76604e676c,0.6152337789535522,0.4418288469314575,0.21309161186218262,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceiling,균열,Leakage & Water-related Issues
e89ea43b-a177-4787-b241-46ae0de1776b,0.5852226614952087,0.6213635206222534,0.1705217957496643,발코니,Balcony (Other),타일,Tile,들뜸,Structural Damage & Cracks
05a44a18-856b-4184-bd16-1185a97102ce,0.3555767238140106,0.6213635206222534,0.1705217957496643,발코니,Balcony (Living Room),타일,Tile,들뜸,Structural Damage & Cracks
843b1f07-2436-48a3-ac01-00da2bc02628,0.1991177201271057,0.6213635206222534,0.1705217957496643,발코니,Kitchen & Dining Spaces - Kitchen,타일,Tile,들뜸,Structural Damage & Cracks
58f4296f-2604-4c2f-a544-16b52983a73a,0.20704413950443268,0.6213635206222534,0.1705217957496643,발코니,Kitchen & Dining Spaces,타일,Tile,들뜸,Structural Damage & Cracks
32834f98-728d-4f69-95f2-07ec8061b8d9,0.1991177201271057,0.6213635206222534,0.1705217957496643,발코니,Kitchen & Dining Spaces - Kitchen,타일,Tile,들뜸,Structural Damage & Cracks
e88bb127-bda2-44ad-ab2c-aa7f08a757b4,0.4298030138015747,0.10039088875055313,0.3715306520462036,공용욕실,Boiler Room,AL창호,PVC pipes,누수,Installation / Construction Faults
97bacfa1-708d-4fe4-9366-267d2a80e61a,0.6165755987167358,0.472231924533844,0.0,공용욕실,Entrance / Hallways / Storage,AL창호,None,누수,unknown
57b88195-0d88-4330-84f4-3afceb7659a5,0.4298030138015747,0.10039088875055313,0.3715306520462036,공용욕실,Boiler Room,AL창호,PVC pipes,누수,Installation / Construction Faults
41d601a9-8e35-4719-836b-e4b4418902fa,0.6856940984725952,0.472231924533844,0.0,공용욕실,Entrance / Vestibule,AL창호,None,누수,unknown
db017899-5a05-4aa9-9528-5753207eb79c,0.6152337789535522,0.10039088875055313,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,AL창호,PVC pipes,누수,Installation / Construction Faults
820ceebd-9010-41bc-8573-a15620eab1d9,0.4298030138015747,0.10039088875055313,0.3715306520462036,공용욕실,Boiler Room,AL창호,PVC pipes,누수,Installation / Construction Faults
340830ac-8c03-455f-b642-54fed698dd83,0.4298030138015747,0.10039088875055313,0.3715306520462036,공용욕실,Boiler Room,AL창호,PVC pipes,누수,Installation / Construction Faults
e8360ae3-739b-4aaf-80e8-aabf2150719c,0.450605571269989,0.2999608516693115,0.35838788747787476,공용욕실,Exterior Wall,세면대,Painted surface,누수,Physical Damage
3a97a5fe-9caa-454c-badb-37bb4a522544,0.6152337789535522,0.2151722013950348,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal pipes and fittings,누수,Leakage & Water-related Issues
3e84b971-8c5a-4941-9396-2e4238669162,0.5740324258804321,0.27871716022491455,0.2759518623352051,공용욕실,Entrance,세면대,Concrete,누수,Structural Damage & Cracks
e8c5eddf-9718-4825-b245-3761176816f2,0.6197561025619507,0.06111998111009598,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,싱크대,"PVC pipe, metal fittings",점검/교체,Installation / Construction Faults
d8f8a14d-b465-441b-85e5-b15e8e15777b,0.6197561025619507,0.07384884357452393,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,싱크대,PVC pipe and fittings,점검/교체,Installation / Construction Faults
4e88093a-c11f-43a9-9c7a-00622128c80c,0.6197561025619507,0.2913264334201813,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,싱크대,Pipes and fittings,점검/교체,Installation / Construction Faults
e811fcdb-1295-4883-af75-0db62e2817e0,0.35072872042655945,0.7168898582458496,0.3864471912384033,침실1(안방),Bathroom / Hygiene Spaces,천장,Ceiling,누수,Leakage & Water-related Issues
6eef6d09-2006-4761-8c2e-58d048ac1a31,0.45204365253448486,0.3130146861076355,0.3715306520462036,침실1(안방),Living Room,천장,Drywall,누수,Installation / Construction Faults
3e554c9d-290d-480c-b814-700d19558015,0.7969031929969788,0.7168898582458496,0.5032737851142883,침실1(안방),Bedroom,천장,Ceiling,누수,Finishing / Surface Issues
1bc0c02c-f02e-4bc8-84ed-5f84aacc808c,0.7969031929969788,0.7168898582458496,0.3864471912384033,침실1(안방),Bedroom,천장,Ceiling,누수,Leakage & Water-related Issues
49908f14-622a-4080-8ff8-5fbb4abe139f,0.345700204372406,0.7168898582458496,0.3864471912384033,침실1(안방),Kitchen & Dining Spaces - Kitchen,천장,Ceiling,누수,Leakage & Water-related Issues
e9bc715e-11e6-4761-baf3-33dd1a5bd6c8,0.6152337789535522,0.6213635206222534,0.328415185213089,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,파손,Structural Damage & Cracks
e892ce03-1382-428d-a209-1e8264e792dc,0.6152337789535522,0.08830352127552032,0.14070840179920197,공용욕실,Bathroom / Hygiene Spaces,수전,Chrome finish on faucet and showerhead,누수,"Fixtures, Doors & Windows Issues"
aee1f84d-1700-4ca2-b6d6-a40ff47bd208,0.6152337789535522,0.2581799030303955,0.5032737851142883,공용욕실,Bathroom / Hygiene Spaces,수전,Bathtub,누수,Finishing / Surface Issues
6329186f-b2dc-4dc7-a231-e6b3ed1a6fda,0.6856940984725952,0.18349115550518036,0.3715306520462036,공용욕실,Entrance / Vestibule,수전,"Cardboard box, plastic bag, metal hose, plumbing fixtures",누수,Installation / Construction Faults
e7c6e218-7cc0-4f77-b19d-73e1799fe058,0.6197561025619507,0.261606365442276,0.5032737851142883,주방,Kitchen & Dining Spaces - Kitchen,천장,Stainless Steel Sink,누수,Finishing / Surface Issues
b9634702-1618-4ba3-8d58-e023904b7c89,0.6465598344802856,0.5983338356018066,0.3864471912384033,주방,Bathroom / Hygiene Spaces,천장,Painted Ceiling,누수,Leakage & Water-related Issues
caf6a192-c893-49e8-af4b-fadf11424961,0.6465598344802856,0.3037378191947937,0.3864471912384033,주방,Bathroom / Hygiene Spaces,천장,Metal pipes and faucet,누수,Leakage & Water-related Issues
9da30bc4-d940-405b-bfa4-8c80c4ec6ce6,0.6584701538085938,0.7168898582458496,0.5032737851142883,주방,Kitchen & Dining Spaces,천장,Ceiling,누수,Finishing / Surface Issues
a5aaad96-c528-4dde-a666-f36570ae3fb3,0.6197561025619507,0.4117589592933655,0.5032737851142883,주방,Kitchen & Dining Spaces - Kitchen,천장,Floor (possibly concrete or similar),누수,Finishing / Surface Issues
3af57401-9a69-4f50-86d5-4b992f7a5b5f,0.6584701538085938,0.7168898582458496,0.5032737851142883,주방,Kitchen & Dining Spaces,천장,Ceiling,누수,Finishing / Surface Issues
43a8e45f-4379-46b6-b9aa-0e09b2d6666b,0.5752893686294556,0.3033778667449951,0.5692605972290039,주방,Boiler Room,천장,Metal pipes and valves,누수,Corrosion / Rust
2b701bae-624f-4030-a989-e46d79b33831,0.6197561025619507,0.4421173334121704,0.5032737851142883,주방,Kitchen & Dining Spaces - Kitchen,천장,Concrete floor,누수,Finishing / Surface Issues
073d8662-3046-425a-a5c6-7dcbd7dc7141,0.6584701538085938,0.5801619291305542,0.5032737851142883,주방,Kitchen & Dining Spaces,천장,Floor,누수,Finishing / Surface Issues
08c74ac2-1194-42d9-a2c6-16a559b4cbec,0.6584701538085938,0.5983338356018066,0.3864471912384033,주방,Kitchen & Dining Spaces,천장,Painted Ceiling,누수,Leakage & Water-related Issues
1554f3a6-12fb-415c-bb06-9aa0e921440e,0.6465598344802856,0.7168898582458496,0.3864471912384033,주방,Bathroom / Hygiene Spaces,천장,Ceiling,누수,Leakage & Water-related Issues
e9134f35-39a5-46c1-b3e5-9bbbc6aa2179,0.345700204372406,0.2651599943637848,0.36222144961357117,침실1(안방),Kitchen & Dining Spaces - Kitchen,벽면,Refrigerator,결로,Installation / Construction Faults
c23033e9-1d3f-45fb-bdc1-b9b30ccee84e,0.45204365253448486,0.32915133237838745,0.49578094482421875,침실1(안방),Living Room,벽면,None,결로,None
c833af91-f308-48da-9924-b30746e0ee00,0.45204365253448486,0.3211827576160431,0.36222144961357117,침실1(안방),Living Room,벽면,Plastic wrapping on furniture,결로,Installation / Construction Faults
ad4134d0-25cf-45eb-a777-86455585b843,0.35072872042655945,0.6818003058433533,0.4729374647140503,침실1(안방),Bathroom / Hygiene Spaces,벽면,Painted Wall,결로,Finishing / Surface Issues
e89d7f00-2e29-42c1-a5d2-09f736fa4393,0.4021446108818054,0.1969408243894577,0.13186553120613098,거실,Balcony (Other),방충망,Metal Grating,부식,"Fixtures, Doors & Windows Issues"
d06ba25e-52a7-4ae2-9e5c-50de691f5a71,0.6876909732818604,0.12307107448577881,0.13186553120613098,거실,Entrance / Vestibule,방충망,"Door frame, door panel, glass",부식,"Fixtures, Doors & Windows Issues"
bf4c86fa-ddf1-4ddb-8dfb-055390d83b10,0.6666330695152283,0.09194658696651459,0.44199419021606445,거실,Balcony (Living Room),방충망,Metal frame and mesh,부식,Installation / Construction Faults
d2bd007d-a625-4eea-bb0d-d56e0286004d,0.4021446108818054,0.023662585765123367,0.44199419021606445,거실,Balcony (Other),방충망,"Metal frame, glass panels, wood paneling",부식,Installation / Construction Faults
9e70ec31-3e1b-481c-9bfb-7fc6e6dcf0b1,0.5717054009437561,0.1969408243894577,0.13186553120613098,거실,Exterior Wall,방충망,Metal Grating,부식,"Fixtures, Doors & Windows Issues"
abd8cde7-6077-4111-ad26-7cce0e3db734,0.4021446108818054,0.035591788589954376,0.13186553120613098,거실,Balcony (Other),방충망,Metal frame and glass panels,부식,"Fixtures, Doors & Windows Issues"
9424baa9-cf0a-4942-b23a-28be0038f7fb,0.5717054009437561,0.24980540573596954,0.542755663394928,거실,Exterior Wall,방충망,Paint,부식,Finishing / Surface Issues
8c4f971f-5a5f-4f48-9f48-8c1595630bea,0.5717054009437561,0.1969408243894577,0.13186553120613098,거실,Exterior Wall,방충망,Metal Grating,부식,"Fixtures, Doors & Windows Issues"
80297f3e-6799-4632-aefd-29c63cf63eaa,0.5717054009437561,0.24980540573596954,0.542755663394928,거실,Exterior Wall,방충망,Paint,부식,Finishing / Surface Issues
9095b31d-4135-4392-b9bf-a6e113017cf5,0.5717054009437561,0.24980540573596954,0.542755663394928,거실,Exterior Wall,방충망,Paint,부식,Finishing / Surface Issues
91bf572e-3efd-44b1-9082-0161bbbb4f48,0.5717054009437561,0.1969408243894577,0.13186553120613098,거실,Exterior Wall,방충망,Metal Grating,부식,"Fixtures, Doors & Windows Issues"
838b2205-4192-4f47-83ac-3edc40dcbfc9,0.6666330695152283,0.035591788589954376,0.13186553120613098,거실,Balcony (Living Room),방충망,Metal frame and glass panels,부식,"Fixtures, Doors & Windows Issues"
5e6f3a3a-b0dd-4549-92ed-69e86123df8a,0.5717054009437561,0.1969408243894577,0.13186553120613098,거실,Exterior Wall,방충망,Metal Grating,부식,"Fixtures, Doors & Windows Issues"
5eb82e87-a2ff-41ae-916c-90d4011b29fa,0.6876909732818604,0.16799868643283844,0.44199419021606445,거실,Entrance / Vestibule,방충망,"Door frame, door panel, ladder",부식,Installation / Construction Faults
313fbd84-a333-434e-be5c-ac608e0f80d7,0.4021446108818054,0.023662585765123367,0.44199419021606445,거실,Balcony (Other),방충망,"Metal frame, glass panels, wood paneling",부식,Installation / Construction Faults
2b1e494e-1051-4c3a-821f-4f15adbbd21e,0.6666330695152283,0.09194658696651459,0.44199419021606445,거실,Balcony (Living Room),방충망,Metal frame and mesh,부식,Installation / Construction Faults
043955ec-c9c4-4a03-b13a-af2c05bbd382,0.5717054009437561,0.24980540573596954,0.542755663394928,거실,Exterior Wall,방충망,Paint,부식,Finishing / Surface Issues
18ce79b8-bb53-459d-84c8-3c0012bbdc53,0.4021446108818054,0.2033776342868805,0.13186553120613098,거실,Balcony (Other),방충망,Metal bars (balcony railing),부식,"Fixtures, Doors & Windows Issues"
e76b962e-e388-49b3-b888-fe1b7a099e83,0.5487167239189148,0.8539162874221802,0.0,주방,N/A,수전,N/A,오염,unknown
e9fc6aa7-8282-4929-a425-adc6aace1de9,0.6465598344802856,0.44081634283065796,0.3715306520462036,주방,Bathroom / Hygiene Spaces,천장,"Sink, Faucet, Drain",누수,Installation / Construction Faults
ade70a63-8176-4d13-98ac-2364f5f385ba,0.6465598344802856,0.5467443466186523,0.2759518623352051,주방,Bathroom / Hygiene Spaces,천장,Tile,누수,Structural Damage & Cracks
6ba02e2c-f218-4e98-93d5-b6f979c39ad8,0.6465598344802856,0.5467443466186523,0.5032737851142883,주방,Bathroom / Hygiene Spaces - Common Bathroom,천장,Tile,누수,Finishing / Surface Issues
acf8b38d-ccb9-49e9-9e3d-9402fc7ba5cb,0.6197561025619507,0.7168898582458496,0.3864471912384033,주방,Kitchen & Dining Spaces - Kitchen,천장,Ceiling,누수,Leakage & Water-related Issues
d3212f7b-cb5e-4977-9720-9fdd46abd295,0.40749087929725647,0.7168898582458496,0.3864471912384033,주방,Living Room,천장,Ceiling,누수,Leakage & Water-related Issues
2b222d0f-3152-476c-97db-ef9e73c67034,0.6197561025619507,0.3972829282283783,0.3864471912384033,주방,Kitchen & Dining Spaces - Kitchen,천장,Flooring (Wooden),누수,Leakage & Water-related Issues
ea92d1d5-7010-49ae-9aa9-c7806b5acad1,0.9157058596611023,0.18883609771728516,0.40523481369018555,욕실,Bathroom / Hygiene Spaces,UBR,Faucets and hoses,파손,Installation / Construction Faults
bf465533-89ca-46a8-945e-b4c5b26627a8,0.26345396041870117,0.23362573981285095,0.40523481369018555,욕실,Balcony (Kitchen),UBR,PVC Pipe,파손,Installation / Construction Faults
eae4907f-bd91-4716-920a-a5c47bbafd1a,0.5109831094741821,0.2632468342781067,0.5776834487915039,침실1(안방),Entrance / Hallways / Storage,문,Metal hinge,부식,Corrosion / Rust
c6957172-c5e4-42c2-814f-3341dea93cc2,0.5109831094741821,0.565338134765625,0.44199419021606445,침실1(안방),Entrance / Hallways / Storage,문,Hinges,부식,Installation / Construction Faults
9e6e06f6-b545-4f21-aae6-53c61f15d644,0.5109831094741821,0.2632468342781067,0.5776834487915039,침실1(안방),Entrance / Hallways / Storage,문,Metal hinge,부식,Corrosion / Rust
ea596a27-2ca9-4a4a-90d7-53cc7e2aad40,0.9157058596611023,0.11942446976900101,0.40523481369018555,욕실,Bathroom / Hygiene Spaces,UBR,Metal (door handle and lock mechanism),파손,Installation / Construction Faults
9530c733-14a3-47da-8696-f1fd13713f1d,0.9157058596611023,0.2800614535808563,0.328415185213089,욕실,Bathroom / Hygiene Spaces,UBR,Wood,파손,Structural Damage & Cracks
864e3166-20f6-4c85-a5ca-fef9416c2d16,0.44408121705055237,0.14160777628421783,0.40523481369018555,욕실,Entrance / Vestibule,UBR,Door handle and lock mechanism,파손,Installation / Construction Faults
4a5f07cf-f39d-4a1c-8940-c35d23d22def,0.5005490779876709,0.11842333525419235,0.40523481369018555,욕실,Entrance / Hallways / Storage,UBR,Metal door handle and lock mechanism,파손,Installation / Construction Faults
e9bbfbd6-b988-4037-b9d3-e7fd8f409526,0.6666330695152283,0.1219659298658371,0.2697281241416931,거실,Balcony (Living Room),방충망,Window Frame,부식,Structural Damage & Cracks
9fcb3f02-10cf-4647-abec-745b3ef97ab3,0.618415355682373,0.0,0.0,거실,Living Room,방충망,unknown,부식,unknown
bd44f1b3-903d-481e-87f8-65b65bbdd55a,0.6666330695152283,0.4617537260055542,0.0,거실,Balcony (Living Room),방충망,None,부식,unknown
3f2e3a0e-3654-44ba-a45a-b9ccab5cbbd6,0.6666330695152283,0.11487007141113281,0.13186553120613098,거실,Balcony (Living Room),방충망,Screen mesh,부식,"Fixtures, Doors & Windows Issues"
e7b366bd-22d9-471c-a935-6e3d1b4cb026,0.6152337789535522,0.6424775123596191,0.14070840179920197,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet,누수,"Fixtures, Doors & Windows Issues"
8a1ccdc5-ba5a-45fc-8d37-38678bd0cbd8,0.6152337789535522,0.30604472756385803,0.14070840179920197,공용욕실,Bathroom / Hygiene Spaces,세면대,"Faucet, Cartridge, Handle",누수,"Fixtures, Doors & Windows Issues"
6abd9e01-0b4e-4622-b9a5-4435843d8881,0.6152337789535522,0.2356587052345276,0.4114777147769928,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet Cartridge and Handle,누수,Mechanical / Functional Failures
e9d3287b-1146-4c63-bfac-5458d7cf8460,0.5717054009437561,0.4370213449001312,0.1705217957496643,거실,Exterior Wall,벽지,Drywall,들뜸,Structural Damage & Cracks
d5a5ab14-bce3-417a-ab23-aa4120f13117,0.5005512237548828,0.4370213449001312,0.1705217957496643,거실,Other Auxiliary Spaces,벽지,Drywall,들뜸,Structural Damage & Cracks
5321fe39-02c3-4499-b1d3-cef890226af9,0.5005512237548828,0.3951529264450073,0.37324634194374084,거실,Other Auxiliary Spaces,벽지,Fabric (likely a curtain or similar),들뜸,Installation / Construction Faults
2c414ba5-2c52-4d1e-aa55-7b010263aa6e,0.5717054009437561,0.43123793601989746,0.1705217957496643,거실,Exterior Wall,벽지,Painted Wood or Plaster,들뜸,Structural Damage & Cracks
ea4be1f3-4531-48a0-a0ee-ef33e5957c8d,0.6197561025619507,0.21383482217788696,0.3715306520462036,주방,Kitchen & Dining Spaces - Kitchen,홈통,PVC pipe,누수,Installation / Construction Faults
61fdb753-a384-48c7-bf5c-a842e2137b20,0.6197561025619507,0.21383482217788696,0.3715306520462036,주방,Kitchen & Dining Spaces - Kitchen,홈통,PVC pipe,누수,Installation / Construction Faults
b80055f4-e215-4943-b348-e5bfb74f37aa,0.42024144530296326,0.34710389375686646,0.5692605972290039,침실1(안방),Exterior Wall,천장,Metal (likely part of the window frame or similar structure),누수,Corrosion / Rust
a917b8a4-d263-4fc2-af58-e326976b8609,0.3243293762207031,0.39548540115356445,0.2759518623352051,침실1(안방),Balcony (Other),천장,Concrete,누수,Structural Damage & Cracks
ab469c32-2666-42de-b4d7-ad6bf3c0c5af,0.35072872042655945,0.7168898582458496,0.3864471912384033,침실1(안방),Bathroom / Hygiene Spaces,천장,Ceiling,누수,Leakage & Water-related Issues
59fe8d73-02aa-4d28-b615-f1ba03026edf,0.43114450573921204,0.3885664641857147,0.3864471912384033,침실1(안방),Balcony / Outdoor Units / Emergency Spaces,천장,Window Sealant,누수,Leakage & Water-related Issues
78356a71-c6eb-4c5d-a2b7-9b46f4bcf52d,0.42024144530296326,0.39060673117637634,0.2759518623352051,침실1(안방),Exterior Wall,천장,Painted Wood,누수,Structural Damage & Cracks
b9791cb0-e250-460c-98cf-bb16ebec3999,0.6197561025619507,0.16297738254070282,0.3715306520462036,주방,Kitchen & Dining Spaces - Kitchen,호스,Sink Drainage System,누수,Installation / Construction Faults
